NUM_POZO,NOM_POZO,CVE_ACUI,NOM_ACUIF,CVE_EDO,NOM_EDO,ELEV_TN,LATITUD,LONGITUD,PNE_1996,PNE_1997,PNE_1998,PNE_1999,PNE_2000,PNE_2001,PNE_2002,PNE_2003,PNE_2004,PNE_2005,PNE_2006,PNE_2007,PNE_2008,PNE_2009,PNE_2010,PNE_2011,PNE_2012,PNE_2013,PNE_2014,PNE_2015,PNE_2016,PNE_2017,PNE_2018,PNE_2019,PNE_2020,PNE_2021,PNE_2022,PNE_2023,PNE_2024,PNE_2025,PNE_2026
1,VA 15,101,VALLE DE AGUASCALIENTES,1,Aguascalientes,1983.26,22.369167,-102.291111,83.05,84.59,85.41,88.49,89.65,,,,,,,,,,,,,,,,,,,,,,,,,,
2,VA 21,101,VALLE DE AGUASCALIENTES,1,Aguascalientes,1939.3,22.229333,-102.2265,72.45,81.36,89.86,89.7,80.69,89,86.8,,88.6,,88.5,88.48,,107,,,,,,,,,130,130,130.6,132.18,134.06,,138.21,,
3,VA 25,101,VALLE DE AGUASCALIENTES,1,Aguascalientes,1928.06,22.2035,-102.309167,83.25,86.97,88.39,85.92,87.03,88.76,89.77,,,89.2,89.55,89.65,,,,,,,,,,,,,,,,,,,
4,VA 28,101,VALLE DE AGUASCALIENTES,1,Aguascalientes,1921.71,22.21,-102.277,78.5,,83.4,85.37,88.14,90.15,,,,92,,,,,,,,,,,,,,,,,,,,,
5,VA 33,101,VALLE DE AGUASCALIENTES,1,Aguascalientes,1882.35,22.079333,-102.275,77.33,77.97,79.85,81.24,85.96,87.75,,87.2,88.75,88.45,93.8,,,98,,,,,,108,108.92,,,,,,,,,,
6,VA 34,101,VALLE DE AGUASCALIENTES,1,Aguascalientes,1864.9,21.957,-102.3215,,,,102.15,,,,,,,,,,,,,,,,105,106.15,,,,120.45,,122.34,,,,
7,VA 36,101,VALLE DE AGUASCALIENTES,1,Aguascalientes,1903.75,22.049167,-102.2665,,106.5,,110.92,111.22,117.85,128.82,,,116.8,116.5,,,,,,,,,,,,,,,,,,,,
8,VA 45,101,VALLE DE AGUASCALIENTES,1,Aguascalientes,1899.06,21.953333,-102.284833,124.96,126.69,130.01,137.3,137.7,138.7,,,,,,139.4,,142.6,143.6,,,,,,,,,,,,,,,,
9,VA 51,101,VALLE DE AGUASCALIENTES,1,Aguascalientes,1860.87,21.919333,-102.3205,86.52,91.85,95.58,97.41,102.92,109,111.2,,106.37,,107.1,107.1,,,111.9,,,,,,,,,,,,,,,,
10,VA 52,101,VALLE DE AGUASCALIENTES,1,Aguascalientes,1860.35,21.882167,-102.339167,75.84,82.27,86.01,86.38,87.45,84.9,81.8,93.2,90.2,89.12,,,,104.66,102,,,,,,,,,,118.54,122.14,121.51,,,,
11,VA 58,101,VALLE DE AGUASCALIENTES,1,Aguascalientes,1885.02,21.7595,-102.2805,137.32,139.81,141.27,140.2,140.8,142.6,,139,139.8,,,,146,,,,,,,,,,,,,,,,,,
12,VA 59,101,VALLE DE AGUASCALIENTES,1,Aguascalientes,1881.89,21.797667,-102.283167,135.66,138.26,141.43,143.03,144.24,146.67,148.27,145.85,,,145.55,145.27,,154.03,,,,,,,,,,,,,,,,,
13,VA 60,101,VALLE DE AGUASCALIENTES,1,Aguascalientes,1866.98,21.830167,-102.3815,70.8,72.36,74.63,76.26,76.99,76.87,78.15,,81.5,81.15,,81.67,,79.26,,,,,,,,,,,,,,,,,
14,VA 63,101,VALLE DE AGUASCALIENTES,1,Aguascalientes,1848.58,21.839333,-102.325,73.68,78.59,79.93,82.6,84.56,84.6,81.85,81,79.7,78.45,78.3,78.65,78,79.2,,,,,,,,,,,,117.16,,,120.25,,
15,VA 64,101,VALLE DE AGUASCALIENTES,1,Aguascalientes,1882.65,21.809667,-102.344667,92.34,93.83,94.88,94.88,96.31,97.83,95.35,93.3,93.7,93.75,88.77,83.42,87.1,84.42,,,,,,,,,,,,,,,,,
16,VA 70,101,VALLE DE AGUASCALIENTES,1,Aguascalientes,1812.88,21.757333,-102.363167,40.95,40.67,40.77,40.16,40.35,40.8,40.32,39.8,39.45,41.1,41.1,41.42,40.59,40.55,,,,,,,,,,,,,,,,,
17,VA 83,101,VALLE DE AGUASCALIENTES,1,Aguascalientes,1945.5,22.2515,-102.311333,110.8,110.74,112.76,114.61,115.95,,,,,,118.9,118.45,,,,,,,,,,,,,,,,,,,
18,VA 90,101,VALLE DE AGUASCALIENTES,1,Aguascalientes,1942.86,22.2875,-102.2905,76.97,75.49,77.75,80.93,81.82,87.3,88.8,87.6,89.8,89.7,89.9,89.9,,,,,,,,,,,,,,104.15,108.47,,110.25,,
19,VA 96,101,VALLE DE AGUASCALIENTES,1,Aguascalientes,1893.53,21.773667,-102.471833,68.27,68.62,69.42,70.18,70.07,71,71.55,70.6,70.15,70.05,70.65,70.55,,75.76,75.3,,,,,,,,,,,,,,,,
20,VA 108,101,VALLE DE AGUASCALIENTES,1,Aguascalientes,1957.44,22.360167,-102.260833,58.6,60.35,65.1,64.23,66.56,68.37,67,73.5,,78.6,81.1,,,,,,,,,,,,,,,,,,,,
21,VA 109,101,VALLE DE AGUASCALIENTES,1,Aguascalientes,1946.21,22.337333,-102.205667,,84.63,86.82,88.43,89.83,91.75,91.77,91.25,92.15,92,92.17,92.25,,106,,,,,,,,,,,,,,,,,
22,VA 111,101,VALLE DE AGUASCALIENTES,1,Aguascalientes,1936.92,22.316167,-102.245833,77.23,76.14,78.61,76.16,77.2,79.8,79.7,79,,,,80.27,,86.7,86.1,,,,,,98.12,99.63,102.5,,108.19,110.08,112.47,114.15,116,,
23,VA 115,101,VALLE DE AGUASCALIENTES,1,Aguascalientes,1953.95,22.171333,-102.2195,78.4,80.76,83.78,86.96,87.79,,93,,97,98.2,100.2,100.3,,102.8,,,,,,133.3,132.18,133.5,135.12,,138.16,140.23,142.58,,125.1,,
24,VA 119,101,VALLE DE AGUASCALIENTES,1,Aguascalientes,1880.94,21.9995,-102.275,91.24,101.69,103.75,106.47,109.76,112.3,112.4,114.1,115.12,115.58,115.75,115.65,,117.2,,,,,,128.3,130,132.2,135.14,136.12,,,,,,,
25,VA 127,101,VALLE DE AGUASCALIENTES,1,Aguascalientes,2011.16,22.4575,-102.303667,51.07,49.91,51.08,52.71,54.83,56.37,61,66.85,71.65,67.92,68.55,68.5,,,,,,,,,,,,,,,,,,,
26,VA 134,101,VALLE DE AGUASCALIENTES,1,Aguascalientes,1905.85,22.169,-102.269667,77.85,77.92,81.75,85.38,87.17,91,95.05,92.95,102.35,98.07,97.05,97.2,,105,,,,,,,,108.6,109.14,,110.24,112.11,114.63,116.21,116.97,,
27,VA 135,101,VALLE DE AGUASCALIENTES,1,Aguascalientes,1889.65,22.1245,-102.266,69.05,71.52,72.7,77.01,79.88,83.6,84,82.45,81.75,83.1,83.37,83.3,65,72,,,,,,,,,,,,,,,,,
28,VA 137,101,VALLE DE AGUASCALIENTES,1,Aguascalientes,1900,22.120333,-102.321167,71.22,72.3,75.13,76.34,79.67,82,84.08,84.41,84.7,85.4,87.05,86.95,,,,,,,,,,,,,,,,,,,
29,VA 144,101,VALLE DE AGUASCALIENTES,1,Aguascalientes,1931.17,21.7965,-102.411167,98.01,98.09,98.55,99.27,98.63,,98.9,98.7,97.5,96.87,95.6,95.75,,107.1,99.3,,,,,,,,,,,,,,,,
30,VA 145,101,VALLE DE AGUASCALIENTES,1,Aguascalientes,1849.91,21.839333,-102.351,50.1,51.15,51.77,51.74,52.22,52.5,51.15,49.9,47.65,47.1,48.25,47.47,,53.37,,,,,,65.8,67.14,,,,80.11,,82.11,,90.27,,
31,VA 147,101,VALLE DE AGUASCALIENTES,1,Aguascalientes,1866.77,21.727667,-102.301167,118.75,118.67,118.92,120.11,120.26,121.85,119.5,119.25,118.8,118.25,118.2,117.75,,,,,,,,,,,,,,,,,,,
32,VA 151,101,VALLE DE AGUASCALIENTES,1,Aguascalientes,1964.3,22.395,-102.263833,,77.94,81.02,94.14,93.58,93.15,94.5,94.05,93.3,,95,95.3,,101.3,,,,,,67.7,70.11,75.6,76.14,,,,,,,,
33,VA 155,101,VALLE DE AGUASCALIENTES,1,Aguascalientes,2031.82,22.263333,-102.182,145.2,146.42,148.7,151.1,142.99,144.76,143.73,,142.35,,143.05,143.12,,,,,,,,,,,,,,,,,,,
34,VA 156,101,VALLE DE AGUASCALIENTES,1,Aguascalientes,1915.87,22.263833,-102.249333,51,51.37,,63.55,,,,,70.2,70.35,70.45,70.6,75,,,,,,,92.71,94.02,95.3,97.11,98.45,,100.47,101.92,,103.54,,
35,VA 168,101,VALLE DE AGUASCALIENTES,1,Aguascalientes,1953.8,22.082833,-102.225,133.8,135.34,137.87,139.09,140.87,,145.1,145.5,144.6,144.42,144.85,144.65,,152.3,147.2,,,,,110.7,112.65,,116.32,,118.35,,,,,,
36,VA 170,101,VALLE DE AGUASCALIENTES,1,Aguascalientes,1906.12,22.061833,-102.321667,82.4,96.88,97.01,103.01,104.38,106,,,,102.7,102.55,,,,,,,,,,,,,,,,,,,,
37,VA 172,101,VALLE DE AGUASCALIENTES,1,Aguascalientes,1906.7,21.9685,-102.364,87.9,90.06,96.2,93.49,92.05,94.6,93.7,,92.3,92.45,,,109.4,,,,,,,,,,,,,,,,,,
38,VA 178,101,VALLE DE AGUASCALIENTES,1,Aguascalientes,1858.68,21.683667,-102.2875,93.4,94.62,95.89,96.8,97.62,100.7,97.2,98.5,99,98.8,99.1,98,,109.18,102.3,,,,,103.82,104.62,,,,,,,,,,
39,VA 180,101,VALLE DE AGUASCALIENTES,1,Aguascalientes,1817.93,21.642,-102.317333,77.89,77.41,77.9,79.88,80.59,84.92,81.8,,81.5,,,82.05,,85.2,85.3,,,,,92.3,92.8,,,,,126.45,,,130.11,,
40,VA 194,101,VALLE DE AGUASCALIENTES,1,Aguascalientes,1868.92,22.006167,-102.318833,76.88,73.98,75.66,73.64,75.68,77.6,88.7,87.9,89.4,85.97,80.37,80.55,88.3,,,,,,,79.11,81.16,83.3,,,86.17,88.17,88.18,90.06,92.15,,
41,15a,101,VALLE DE AGUASCALIENTES,1,Aguascalientes,1938.43,22.139667,-102.342333,20.3,22.22,34.58,41.78,35.99,53.6,48.02,46.75,46.55,46.85,,,,,,,,,,92.71,94.7,95.32,,,,,,,,,
42,22a,101,VALLE DE AGUASCALIENTES,1,Aguascalientes,1947.5,22.125833,-102.2245,116.12,122.59,126.81,115.3,,,126,124.8,124.85,,125.85,,,137.7,,,,,,133.3,136.28,138.21,139.14,116.08,141.2,142.58,147.21,148.95,150.25,,
43,28a,101,VALLE DE AGUASCALIENTES,1,Aguascalientes,1922.1,22.150333,-102.293667,,96.06,,101.45,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,35a,101,VALLE DE AGUASCALIENTES,1,Aguascalientes,1894.57,21.8475,-102.273,138.2,142.43,144.89,141.87,140.28,135.91,166.19,165.5,163.55,161.35,160.5,160.55,,,,,,,,,,,,,,,,,,,
45,48a,101,VALLE DE AGUASCALIENTES,1,Aguascalientes,1887.18,21.922,-102.2975,138.7,142.53,144.89,145.63,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,4c,101,VALLE DE AGUASCALIENTES,1,Aguascalientes,1958.67,22.331167,-102.288,60.07,65.81,71.17,71.65,70.21,71.82,71.4,74,73.8,72.4,72.5,72.27,,83,,,,,,,,,,,,,,,,,
47,9a,101,VALLE DE AGUASCALIENTES,1,Aguascalientes,1942.67,22.276,-102.2165,80.47,83.12,82.84,86.08,88.13,89.95,91.8,91,91.1,,91.4,91.3,,,,,,,,,,,102.1,,,,108.14,,110.58,,
48,Los Caños,101,VALLE DE AGUASCALIENTES,1,Aguascalientes,1948,21.804028,-102.458162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.67,
49,Pozo urbano,101,VALLE DE AGUASCALIENTES,1,Aguascalientes,1893,21.773242,-102.472528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.21,
50,CNA20,102,VALLE DE CHICALOTE,1,Aguascalientes,1990,22.116781,-102.082661,49.48,51.38,51.6,51.96,54.01,55.46,58.72,54.97,54.3,57,57.2,,,62.3,63.15,,,,,,,65.92,,,,,,,,76.63,
51,CNA24,102,VALLE DE CHICALOTE,1,Aguascalientes,2000,22.088333,-102.100833,55.8,58.4,58.62,59.24,60.7,62.85,65.8,61,61.8,62.1,61.9,70.15,,47.26,,,,,,,,,,,,,,,,,
52,CNA34,102,VALLE DE CHICALOTE,1,Aguascalientes,2020,22.171389,-102.06,86.88,88.4,90.05,91.34,94.13,96.69,98.1,95.4,97,97.7,98,98.25,,,,,,,,,,102.56,104.32,106.5,107.54,108.63,110.28,112.37,114.05,,
53,CNA37,102,VALLE DE CHICALOTE,1,Aguascalientes,2000,22.143889,-102.068056,67.27,69.37,70.78,72.79,75.37,77.85,82.66,77.6,77.65,79.7,79.8,,,103.7,,,,,,,,,,,,,,,,,
54,CNA48,102,VALLE DE CHICALOTE,1,Aguascalientes,2040,22.216925,-102.038721,88.65,86.25,,90.81,92.76,94.12,96.48,85,,86.1,,,,,,,,,,,,,,,,,,,,112.59,
55,CNA52,102,VALLE DE CHICALOTE,1,Aguascalientes,2000,22.184422,-102.037329,52,56.74,60.3,60.19,,,58.4,60.53,60,60.8,60.6,,,64.25,,,,,,,,,,,,,,,,55.22,
56,CNA56,102,VALLE DE CHICALOTE,1,Aguascalientes,2000,22.117801,-102.045428,73.26,73.26,,74.37,76.13,77.82,80.67,79.65,,84,83.6,,,,,,,,,,,,,,,,,,,114,
57,CNA61,102,VALLE DE CHICALOTE,1,Aguascalientes,1980,22.096389,-102.036111,63.48,65.8,67.8,66.03,70.49,75.63,,70.4,71.4,71.9,72,72.2,,,,,,,,,,,,,,,,,,,
58,CNA66,102,VALLE DE CHICALOTE,1,Aguascalientes,1970,22.078333,-102.113333,62,63.25,,70.37,73.1,,,65.5,64.1,64.65,64.6,69.25,,71.28,71,,,,,,,,,,,,,,,,
59,CNA68,102,VALLE DE CHICALOTE,1,Aguascalientes,1960,22.05256,-102.105146,18.56,19.79,,24.55,24.63,26.87,,22.63,23.5,24.8,24.85,24.9,,25,26.3,,,,,,,,,,,,,,,65.9,
60,CNA70,102,VALLE DE CHICALOTE,1,Aguascalientes,1950,22.045273,-102.12958,18.45,14.45,,17.17,17.1,,23.82,16,14.5,15.25,18,,,23.65,28.8,,,,,,,30.3,,,,,,,,71.1,
61,CNA71,102,VALLE DE CHICALOTE,1,Aguascalientes,1970,22.005556,-102.1325,41.45,43.11,43.37,43.86,44.73,44.85,,44.73,45,46.1,46.2,46.5,,49.3,52.1,,,,,,,60.23,,,,,,,,,
62,CNA74,102,VALLE DE CHICALOTE,1,Aguascalientes,1950,22.014444,-102.163889,,33,,,33.34,31.5,,27.8,27.3,28.6,28.45,,,31.26,35.5,,,,,,,,,,,,,,,,
63,CNA78,102,VALLE DE CHICALOTE,1,Aguascalientes,1945,21.991944,-102.227222,63,63.22,,66.95,68.78,69.93,71.8,68.67,64.3,65.15,65.75,,,,,,,,,,,,,,,,,,,,
64,CNA81,102,VALLE DE CHICALOTE,1,Aguascalientes,1920,22.028611,-102.1975,13.82,13.79,13.97,16.12,18.23,19.32,20.5,13,13.4,14.2,19.6,19.85,,,,,,,,,,,,,,,,,,,
65,1-A,102,VALLE DE CHICALOTE,1,Aguascalientes,2043.88,22.291601,-102.055463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144.22,
66,Pozo 5,102,VALLE DE CHICALOTE,1,Aguascalientes,2018.45,22.240569,-102.007094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.24,
67,POZO 35,102,VALLE DE CHICALOTE,1,Aguascalientes,2026.69,22.070184,-102.179483,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.47,
68,POZO 39,102,VALLE DE CHICALOTE,1,Aguascalientes,2072.61,22.282589,-102.07304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,172.55,
69,POZO 73,102,VALLE DE CHICALOTE,1,Aguascalientes,1961.39,21.99648,-102.128602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128.37,
70,Bimbaletes_04082025,102,VALLE DE CHICALOTE,1,Aguascalientes,2017.77,22.238301,-102.023619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,189,
71,Norias_del_Borrego_04082025,102,VALLE DE CHICALOTE,1,Aguascalientes,2072.63,22.263962,-102.063434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.9,
72,1-C,102,VALLE DE CHICALOTE,1,Aguascalientes,2055.78,22.275396,-102.056452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,158.29,
73,Pozo Ejidos,102,VALLE DE CHICALOTE,1,Aguascalientes,2073.33,22.257997,-102.065386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,139.5,
74,Pozo 4,102,VALLE DE CHICALOTE,1,Aguascalientes,2017.31,22.238796,-102.018611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128.4,
75,Cien_Gde_05082025,102,VALLE DE CHICALOTE,1,Aguascalientes,2012.22,22.206497,-102.010656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,
76,Noria-Los-Encinos,102,VALLE DE CHICALOTE,1,Aguascalientes,2029.67,22.178648,-102.011299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.99,
77,Pozo 46,102,VALLE DE CHICALOTE,1,Aguascalientes,2064.28,22.234951,-102.052216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94,
78,Ciénega Grande 06082025,102,VALLE DE CHICALOTE,1,Aguascalientes,2008.5,22.174227,-102.046239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128,
79,Pozo 53,102,VALLE DE CHICALOTE,1,Aguascalientes,2007.75,22.179491,-102.043028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,141.56,
80,Molinos,102,VALLE DE CHICALOTE,1,Aguascalientes,2066.36,22.158501,-102.087446,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,146.85,
81,El Tule,102,VALLE DE CHICALOTE,1,Aguascalientes,1961.09,22.080907,-102.085857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.5,
82,San Isidro,102,VALLE DE CHICALOTE,1,Aguascalientes,1936.37,22.015435,-102.158479,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.37,
83,14,103,EL LLANO,1,Aguascalientes,2025,21.986667,-101.994722,114.7,114.73,114.87,115.59,114.56,116.85,,,,,,,,,,,,,,,,,,,,,,,,,
84,16,103,EL LLANO,1,Aguascalientes,2017.58,21.972273,-102.015518,128.67,130.15,130,130.48,131.3,132.86,133.4,132.7,,,133.1,133.3,,,135.5,,,,,146.38,,148,,,,,,,,166.14,
85,18,103,EL LLANO,1,Aguascalientes,2025,21.966111,-101.987222,118.7,119.44,119.8,119.88,120.39,121.67,120,,119,,118.8,,,125.2,,,,,,,,,,,,,,,,,
86,20,103,EL LLANO,1,Aguascalientes,2010,21.940556,-101.993611,117.49,117.48,118,118.44,119.83,120.3,121.1,,118.3,119.1,,119.4,,,,,,,,,,,,,,,,,,,
87,23,103,EL LLANO,1,Aguascalientes,2015,21.925,-101.974167,118.84,119.37,120.7,120.41,121.63,123.38,124.5,123.8,,,,118.45,,,,,,,,,,,,,,,,,,,
88,30,103,EL LLANO,1,Aguascalientes,1985,21.911389,-102.0275,141.16,143.1,144.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,31,103,EL LLANO,1,Aguascalientes,2010,21.888333,-101.983333,112.7,112.84,114.07,114.26,113.75,115.6,114.5,114.4,113.6,113.1,114.4,114.6,,,,,,,,102.3,,101.11,,,,,,,,,
90,35,103,EL LLANO,1,Aguascalientes,1990,21.811944,-102.063611,124.49,127.91,129.56,132.27,134.43,136.8,133.7,134.2,134.7,136,135,,,138.7,,,,,,146.53,,148.6,150.11,,,,154.4,,156.21,152.45,
91,38,103,EL LLANO,1,Aguascalientes,1990,21.836667,-102.086111,145.75,147.09,,152.17,150.95,153.25,,,,,,,,,,,,,,,,,,,,,,,,,
92,40,103,EL LLANO,1,Aguascalientes,2003.85,21.789111,-102.154158,,,109.22,108.59,107.55,109,,106.9,103.3,106,106.15,106.3,,,110.7,,,,,,,,,,,,,,,99.6,
93,41,103,EL LLANO,1,Aguascalientes,2000.04,21.764167,-102.171944,106.5,108.66,108.6,109.07,108.78,110.15,109.8,107.27,106.7,110.3,110.15,110,,111.7,,,,,,,,,,,,,,,,142.13,
94,42,103,EL LLANO,1,Aguascalientes,2000,21.819167,-102.158889,96.61,96.74,97.06,97.09,97.35,98.2,100.4,97.5,84.7,96.5,97.2,97.7,,,101.3,,,,,110,,111.85,,,,,,,,,
95,50,103,EL LLANO,1,Aguascalientes,1995,21.854444,-102.0425,121.14,123.63,125.33,126.93,129.27,132.18,138.5,,132.5,,132.3,,,,139.5,,,,,146.29,,148.51,,152.45,,155.08,156.24,155.21,158,168.38,
96,51,103,EL LLANO,1,Aguascalientes,2010,21.9,-101.986667,109.61,110.39,110.26,110.71,110.28,112.15,111.16,,,,,112,,,,,,,,,,,,,,,,,,,
97,57,103,EL LLANO,1,Aguascalientes,2000,21.933056,-102.026944,130.3,132.83,134.66,136.08,136.48,140.35,,140.2,140.2,140.9,140.8,140.9,,,,,,,,,,,,,,,,,,,
98,63,103,EL LLANO,1,Aguascalientes,2006.48,21.826389,-102.1125,113,115.74,110.92,111.23,112.61,113.2,110.96,110,110.3,111.1,111.35,111.4,,114.3,,,,,,,,,,,,,,,,114.72,
99,POZO AGS152939,103,EL LLANO,1,Aguascalientes,2033.18,22.010307,-102.022167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.76,
100,Pozo Granja Bonaterra,103,EL LLANO,1,Aguascalientes,2035.66,22.015625,-102.013942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150.6,
101,Pozo Granja Bonaterra 2,103,EL LLANO,1,Aguascalientes,2035.09,22.014419,-102.014206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,155.17,
102,Pozo Pescaderia,103,EL LLANO,1,Aguascalientes,2024.79,21.954387,-101.997003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,133.6,
103,Pozo Secundaria 34,103,EL LLANO,1,Aguascalientes,2025.09,21.918325,-101.97284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,132.84,
104,Pozo 33 La Unión,103,EL LLANO,1,Aguascalientes,1998.34,21.867579,-102.004876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,172.18,
105,Nuevo 1,103,EL LLANO,1,Aguascalientes,1984.63,21.816921,-102.058155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,163.6,
106,32,103,EL LLANO,1,Aguascalientes,2019.76,21.876948,-102.098333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,132,
107,Universidad tecnológica del Retoño,103,EL LLANO,1,Aguascalientes,2008.85,21.837922,-102.158866,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107.4,
108,Pozo 15,103,EL LLANO,1,Aguascalientes,2018.25,21.980485,-102.009426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,141.22,
109,1,104,VENADERO,1,Aguascalientes,1995,21.886667,-102.479444,70.37,70.83,70.13,71.73,71.6,72,72.5,79,,,,,,,,,,,,,,,,,,,,,,,
110,6,104,VENADERO,1,Aguascalientes,2001,21.873056,-102.496389,,91,91.1,92.12,,,,114.2,113.9,,,114,,,,,,,,,,,,95.6,98.1,,99.13,,99.45,,
111,8,104,VENADERO,1,Aguascalientes,1910,21.858611,-102.540833,33.39,39.67,42,39.39,41.31,48,,44.5,43.9,,44.15,43.8,,,42,,,,,,,,,45.1,,,,,,,
112,10,104,VENADERO,1,Aguascalientes,1997,21.865556,-102.491111,108.45,110.23,111.93,112.8,114.76,116.1,116.2,116.4,,117.3,,,,121,120.3,,,,,,,,103.45,,103.45,,104.52,,104.25,,
113,11,104,VENADERO,1,Aguascalientes,2000,21.863889,-102.483056,116.75,118.87,122.25,121.96,121.43,123.95,,123.53,120.5,120.1,120.2,119.7,,121.3,122.6,,,,,,,,,,,,,,,,
114,12,104,VENADERO,1,Aguascalientes,1902,21.851111,-102.535556,,14,,,,,,,,,,,,21,,,,,,,,,,,,,,,,,
115,15,104,VENADERO,1,Aguascalientes,1985,21.895278,-102.455556,52.28,53.6,53.73,54.66,55.31,55.6,55.2,56.06,,,56.3,,,54.87,55.3,,,,,,,,,,,,,,,,
116,16,104,VENADERO,1,Aguascalientes,1935,21.866389,-102.516944,40.27,42.35,44.43,44.76,45.66,47,47.8,,47,,,48.1,,52.76,51.3,,,,,,,,49.15,44.2,48.17,,50.11,,52.09,,
117,17,104,VENADERO,1,Aguascalientes,1998,21.870833,-102.484167,111.47,114.61,116.6,116.28,117.7,118.65,119.4,117.06,117.2,116.3,116.4,116,,118.7,119.5,,,,,,,,,,,,,,,,
118,22,104,VENADERO,1,Aguascalientes,2018,21.860833,-102.470278,131.94,134.64,135.69,138.3,139.19,140.1,140.83,140.03,136,,,,,,,,,,,,,,,,,,,,,,
119,23,104,VENADERO,1,Aguascalientes,1910,21.832222,-102.531389,10.31,10.94,11.33,11.89,12.28,12.4,12.6,11.93,12,12.2,12.3,11.8,,11.75,11.8,,,,,,,,12.3,,14.85,,,,15.01,,
120,CNA-5,105,VALLE DE CALVILLO,1,Aguascalientes,1700,21.879444,-102.671944,92,93.07,95.4,96.66,99.5,98.86,101.16,93.25,92.3,92.95,92.8,92.55,,,,,,,,,,,,,,,,,,,
121,6,105,VALLE DE CALVILLO,1,Aguascalientes,1740,21.868333,-102.688056,7.01,6.64,6.9,7.82,8.03,7.76,7.5,11.95,11.7,9.4,10.2,9.5,,,,,,,,,,12.3,12.54,,11.36,,12.3,,,14.12,
122,12,105,VALLE DE CALVILLO,1,Aguascalientes,1680,21.885,-102.700278,85.66,93.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,15,105,VALLE DE CALVILLO,1,Aguascalientes,1700,21.902222,-102.697778,75.4,75.93,76.7,77.25,78.75,79.95,83.25,77.1,78.4,79.3,,79.2,,,,,,,,,,83.2,84.56,,87.4,,,,,93.56,
124,18,105,VALLE DE CALVILLO,1,Aguascalientes,1730,21.906944,-102.695833,90.57,91.66,92.72,92.48,,,,50.4,,,,,,,,,,,,,,,,,,,,,,,
125,24,105,VALLE DE CALVILLO,1,Aguascalientes,1740,21.933333,-102.695,47.3,50.67,,51.11,52.78,54.86,55.4,56.3,56.7,57.15,,54.9,,,,,,,,,,68.54,69.84,71.14,72.19,,,,,80.01,
126,25,105,VALLE DE CALVILLO,1,Aguascalientes,1740,21.938333,-102.689722,54.36,56.27,57.7,58.16,60.28,64.52,72.5,70,,,,73,,,,,,,,,,,,,,,,,,,
127,26,105,VALLE DE CALVILLO,1,Aguascalientes,1780,21.929444,-102.683611,125.92,128.38,,129.1,131.34,134.65,132,127.7,128.15,,,127.88,,,,,,,,,,142.5,143.02,,149.12,,151.21,,,153.24,
128,33,105,VALLE DE CALVILLO,1,Aguascalientes,1760,21.963056,-102.700833,26.63,23.9,22.76,20.96,24,22.15,20,20.35,18.5,16.9,,,,,,,,,,,,,,12.58,,,,,,,
129,40,105,VALLE DE CALVILLO,1,Aguascalientes,1540,21.776667,-102.806944,,,3.35,3.48,3.59,3.7,3,3.25,5.1,4.15,4.25,4.23,,4.38,,,,,,,,,,,,,,,,,
130,43,105,VALLE DE CALVILLO,1,Aguascalientes,1700,21.766667,-102.769167,114.51,119.8,114.5,116.69,119.3,120,121,113.5,117.7,120.4,125.2,120.3,,,,,,,,,,135.1,136.45,135.1,138.14,,,,,145.28,
